jalon,biaise_aleatoire,biaise_f1,honnete_holdout_temp,honnete_holdout_bal,honnete_holdout_f1,honnete_groupkfold
"ALT1 (6 BSSID, 16 zones, RF)",0.731,0.727,0.36,0.385,0.341,0.44
