Room,BSSID,SSID,RSSI(dBm),Time
S102B,ac:2a:a1:7e:df:68,UTTetudiants,-81,2026-02-10 16:40:01
S102B,ac:2a:a1:7e:df:68,UTTetudiants,-84,2026-02-10 16:40:01
S102B,ac:2a:a1:7e:df:68,UTTetudiants,-81,2026-02-10 16:40:09
S102B,ac:2a:a1:7e:df:68,UTTetudiants,-84,2026-02-10 16:40:09
S102B,ac:2a:a1:7e:df:68,UTTetudiants,-81,2026-02-10 16:40:14
S102B,ac:2a:a1:7e:df:68,UTTetudiants,-84,2026-02-10 16:40:14
S102B,ac:2a:a1:7e:df:68,UTTetudiants,-81,2026-02-10 16:40:20
S102B,ac:2a:a1:7e:df:68,UTTetudiants,-84,2026-02-10 16:40:20
S102B,ac:2a:a1:7e:df:68,UTTetudiants,-81,2026-02-10 16:40:24
S102B,ac:2a:a1:7e:df:68,UTTetudiants,-84,2026-02-10 16:40:24
S102B,ac:2a:a1:7e:df:68,UTTetudiants,-84,2026-02-10 16:40:27
S102B,ac:2a:a1:7e:df:68,UTTetudiants,-84,2026-02-10 16:40:34
S102B,ac:2a:a1:7e:df:68,UTTetudiants,-84,2026-02-10 16:40:38
S102B,ac:2a:a1:7e:df:68,UTTetudiants,-84,2026-02-10 16:40:42
S102B,ac:2a:a1:7e:df:68,UTTetudiants,-85,2026-02-10 16:40:51
S102B,ac:2a:a1:7e:df:68,UTTetudiants,-85,2026-02-10 16:40:54
S102B,ac:2a:a1:7e:df:68,UTTetudiants,-85,2026-02-10 16:40:58
S102B,ac:2a:a1:7e:df:68,UTTetudiants,-85,2026-02-10 16:41:27
S102B,ac:2a:a1:7e:df:68,UTTetudiants,-85,2026-02-10 16:41:31
S102B,ac:2a:a1:7e:df:68,UTTetudiants,-85,2026-02-10 16:41:35
S102B,ac:2a:a1:7e:df:68,UTTetudiants,-85,2026-02-10 16:41:44
S102B,ac:2a:a1:7e:df:68,UTTetudiants,-85,2026-02-10 16:41:54
S102B,ac:2a:a1:7e:df:68,UTTetudiants,-85,2026-02-10 16:41:58
S102B,ac:2a:a1:7e:df:68,UTTetudiants,-85,2026-02-10 16:42:04
S102B,ac:2a:a1:7e:df:68,UTTetudiants,-85,2026-02-10 16:42:21
S102B,ac:2a:a1:7e:df:68,UTTetudiants,-85,2026-02-10 16:42:24
