Room,BSSID,SSID,RSSI(dBm),Time
S203A,ac:2a:a1:7e:df:68,UTTetudiants,-69,2026-02-10 15:30:49
S203A,ac:2a:a1:7e:df:68,UTTetudiants,-67,2026-02-10 15:30:49
S203A,ac:2a:a1:7e:df:68,UTTetudiants,-69,2026-02-10 15:30:51
S203A,ac:2a:a1:7e:df:68,UTTetudiants,-72,2026-02-10 15:30:51
S203A,ac:2a:a1:7e:df:68,UTTetudiants,-65,2026-02-10 15:30:54
S203A,ac:2a:a1:7e:df:68,UTTetudiants,-72,2026-02-10 15:30:54
S203A,ac:2a:a1:7e:df:68,UTTetudiants,-72,2026-02-10 15:30:57
S203A,ac:2a:a1:7e:df:68,UTTetudiants,-70,2026-02-10 15:30:57
S203A,ac:2a:a1:7e:df:68,UTTetudiants,-72,2026-02-10 15:31:00
S203A,ac:2a:a1:7e:df:68,UTTetudiants,-78,2026-02-10 15:31:00
S203A,ac:2a:a1:7e:df:68,UTTetudiants,-58,2026-02-10 15:31:03
S203A,ac:2a:a1:7e:df:68,UTTetudiants,-78,2026-02-10 15:31:03
S203A,ac:2a:a1:7e:df:68,UTTetudiants,-58,2026-02-10 15:31:05
S203A,ac:2a:a1:7e:df:68,UTTetudiants,-80,2026-02-10 15:31:05
S203A,ac:2a:a1:7e:df:68,UTTetudiants,-64,2026-02-10 15:31:08
S203A,ac:2a:a1:7e:df:68,UTTetudiants,-80,2026-02-10 15:31:08
S203A,ac:2a:a1:7e:df:68,UTTetudiants,-60,2026-02-10 15:31:11
S203A,ac:2a:a1:7e:df:68,UTTetudiants,-71,2026-02-10 15:31:11
S203A,ac:2a:a1:7e:df:68,UTTetudiants,-60,2026-02-10 15:31:14
S203A,ac:2a:a1:7e:df:68,UTTetudiants,-71,2026-02-10 15:31:14
S203A,ac:2a:a1:7e:df:68,UTTetudiants,-69,2026-02-10 15:31:17
S203A,ac:2a:a1:7e:df:68,UTTetudiants,-71,2026-02-10 15:31:17
S203A,ac:2a:a1:7e:df:68,UTTetudiants,-57,2026-02-10 15:31:20
S203A,ac:2a:a1:7e:df:68,UTTetudiants,-84,2026-02-10 15:31:20
S203A,ac:2a:a1:7e:df:68,UTTetudiants,-57,2026-02-10 15:31:24
S203A,ac:2a:a1:7e:df:68,UTTetudiants,-69,2026-02-10 15:31:24
S203A,ac:2a:a1:7e:df:68,UTTetudiants,-64,2026-02-10 15:31:26
S203A,ac:2a:a1:7e:df:68,UTTetudiants,-69,2026-02-10 15:31:26
S203A,ac:2a:a1:7e:df:68,UTTetudiants,-60,2026-02-10 15:31:29
S203A,ac:2a:a1:7e:df:68,UTTetudiants,-72,2026-02-10 15:31:29
S203A,ac:2a:a1:7e:df:68,UTTetudiants,-60,2026-02-10 15:31:32
S203A,ac:2a:a1:7e:df:68,UTTetudiants,-79,2026-02-10 15:31:32
S203A,ac:2a:a1:7e:df:68,UTTetudiants,-67,2026-02-10 15:31:35
S203A,ac:2a:a1:7e:df:68,UTTetudiants,-79,2026-02-10 15:31:35
