Room,BSSID,SSID,RSSI(dBm),Time
S102A,ac:2a:a1:7e:df:67,UTTetudiants,-87,2026-02-10 16:45:54
S102A,ac:2a:a1:7e:df:67,UTTetudiants,-87,2026-02-10 16:45:58
S102A,ac:2a:a1:7e:df:67,UTTetudiants,-87,2026-02-10 16:46:01
S102A,ac:2a:a1:7e:df:67,UTTetudiants,-87,2026-02-10 16:46:07
S102A,ac:2a:a1:7e:df:67,UTTetudiants,-87,2026-02-10 16:46:10
S102A,ac:2a:a1:7e:df:67,UTTetudiants,-87,2026-02-10 16:46:13
S102A,ac:2a:a1:7e:df:67,UTTetudiants,-87,2026-02-10 16:46:21
S102A,ac:2a:a1:7e:df:67,UTTetudiants,-87,2026-02-10 16:46:24
S102A,ac:2a:a1:7e:df:67,UTTetudiants,-87,2026-02-10 16:46:33
S102A,ac:2a:a1:7e:df:67,UTTetudiants,-87,2026-02-10 16:46:39
S102A,ac:2a:a1:7e:df:67,UTTetudiants,-87,2026-02-10 16:46:48
S102A,ac:2a:a1:7e:df:67,UTTetudiants,-87,2026-02-10 16:50:43
S102A,ac:2a:a1:7e:df:67,UTTetudiants,-87,2026-02-10 16:50:46
S102A,ac:2a:a1:7e:df:67,UTTetudiants,-87,2026-02-10 16:50:50
S102A,ac:2a:a1:7e:df:67,UTTetudiants,-87,2026-02-10 16:51:02
S102A,ac:2a:a1:7e:df:67,UTTetudiants,-87,2026-02-10 16:51:06
S102A,ac:2a:a1:7e:df:67,UTTetudiants,-87,2026-02-10 16:51:10
S102A,ac:2a:a1:7e:df:67,UTTetudiants,-87,2026-02-10 16:51:18
S102A,ac:2a:a1:7e:df:67,UTTetudiants,-87,2026-02-10 16:51:22
S102A,ac:2a:a1:7e:df:67,UTTetudiants,-87,2026-02-10 16:51:25
S102A,ac:2a:a1:7e:df:67,UTTetudiants,-87,2026-02-10 16:51:32
S102A,ac:2a:a1:7e:df:67,UTTetudiants,-87,2026-02-10 16:51:36
S102A,ac:2a:a1:7e:df:67,UTTetudiants,-87,2026-02-10 16:51:40
S102A,ac:2a:a1:7e:df:67,UTTetudiants,-87,2026-02-10 16:51:56
S102A,ac:2a:a1:7e:df:67,UTTetudiants,-87,2026-02-10 16:52:00
S102A,ac:2a:a1:7e:df:67,UTTetudiants,-87,2026-02-10 16:52:04
S102A,ac:2a:a1:7e:df:67,UTTetudiants,-87,2026-02-10 16:52:12
S102A,ac:2a:a1:7e:df:67,UTTetudiants,-87,2026-02-10 16:52:16
S102A,ac:2a:a1:7e:df:67,UTTetudiants,-87,2026-02-10 16:52:19
S102A,ac:2a:a1:7e:df:6a,Hidden,-84,2026-02-10 16:45:54
S102A,ac:2a:a1:7e:df:6a,Hidden,-84,2026-02-10 16:45:58
S102A,ac:2a:a1:7e:df:6a,Hidden,-84,2026-02-10 16:46:01
S102A,ac:2a:a1:7e:df:6a,Hidden,-84,2026-02-10 16:46:07
S102A,ac:2a:a1:7e:df:6a,Hidden,-84,2026-02-10 16:46:10
S102A,ac:2a:a1:7e:df:6a,Hidden,-84,2026-02-10 16:46:13
S102A,ac:2a:a1:7e:df:6a,Hidden,-84,2026-02-10 16:46:21
S102A,ac:2a:a1:7e:df:6a,Hidden,-84,2026-02-10 16:46:24
S102A,ac:2a:a1:7e:df:6a,Hidden,-84,2026-02-10 16:46:33
S102A,ac:2a:a1:7e:df:6a,Hidden,-84,2026-02-10 16:46:39
S102A,ac:2a:a1:7e:df:6a,Hidden,-84,2026-02-10 16:46:48
S102A,ac:2a:a1:7e:df:6a,Hidden,-84,2026-02-10 16:46:54
S102A,ac:2a:a1:7e:df:6a,Hidden,-86,2026-02-10 16:50:43
S102A,ac:2a:a1:7e:df:6a,Hidden,-86,2026-02-10 16:50:46
S102A,ac:2a:a1:7e:df:6a,Hidden,-86,2026-02-10 16:50:50
