Room,BSSID,SSID,RSSI(dBm),Time
PALIER2E,ac:2a:a1:7e:df:68,UTTetudiants,-71,2026-02-10 15:53:10
PALIER2E,ac:2a:a1:7e:df:68,UTTetudiants,-68,2026-02-10 15:53:10
PALIER2E,ac:2a:a1:7e:df:68,UTTetudiants,-71,2026-02-10 15:53:13
PALIER2E,ac:2a:a1:7e:df:68,UTTetudiants,-63,2026-02-10 15:53:13
PALIER2E,ac:2a:a1:7e:df:68,UTTetudiants,-73,2026-02-10 15:53:18
PALIER2E,ac:2a:a1:7e:df:68,UTTetudiants,-67,2026-02-10 15:53:18
PALIER2E,ac:2a:a1:7e:df:68,UTTetudiants,-73,2026-02-10 15:53:22
PALIER2E,ac:2a:a1:7e:df:68,UTTetudiants,-77,2026-02-10 15:53:22
PALIER2E,ac:2a:a1:7e:df:68,UTTetudiants,-65,2026-02-10 15:53:25
PALIER2E,ac:2a:a1:7e:df:68,UTTetudiants,-77,2026-02-10 15:53:25
PALIER2E,ac:2a:a1:7e:df:68,UTTetudiants,-71,2026-02-10 15:53:28
PALIER2E,ac:2a:a1:7e:df:68,UTTetudiants,-64,2026-02-10 15:53:28
PALIER2E,ac:2a:a1:7e:df:68,UTTetudiants,-71,2026-02-10 15:53:31
PALIER2E,ac:2a:a1:7e:df:68,UTTetudiants,-73,2026-02-10 15:53:31
PALIER2E,ac:2a:a1:7e:df:68,UTTetudiants,-65,2026-02-10 15:53:34
PALIER2E,ac:2a:a1:7e:df:68,UTTetudiants,-73,2026-02-10 15:53:34
PALIER2E,ac:2a:a1:7e:df:68,UTTetudiants,-74,2026-02-10 15:53:38
PALIER2E,ac:2a:a1:7e:df:68,UTTetudiants,-67,2026-02-10 15:53:38
PALIER2E,ac:2a:a1:7e:df:68,UTTetudiants,-74,2026-02-10 15:53:41
PALIER2E,ac:2a:a1:7e:df:68,UTTetudiants,-76,2026-02-10 15:53:41
PALIER2E,ac:2a:a1:7e:df:68,UTTetudiants,-71,2026-02-10 15:53:44
PALIER2E,ac:2a:a1:7e:df:68,UTTetudiants,-76,2026-02-10 15:53:44
PALIER2E,ac:2a:a1:7e:df:68,UTTetudiants,-74,2026-02-10 15:53:47
